WKT,nama,deskripsi
"POLYGON ((106.8525267 -6.2334491, 106.8514753 -6.2335344, 106.851368 -6.2330438, 106.8508959 -6.2328092, 106.850617 -6.2331931, 106.850574 -6.2334917, 106.8507028 -6.2342383, 106.8514967 -6.2349849, 106.8521405 -6.2352835, 106.8526769 -6.2361581, 106.8525911 -6.2368407, 106.8521619 -6.2383765, 106.8519688 -6.239059, 106.8517113 -6.2400403, 106.8520117 -6.2408721, 106.8528486 -6.242216, 106.8537498 -6.2421306, 106.8539751 -6.242024, 106.853782 -6.241704, 106.8531812 -6.2410535, 106.8530202 -6.2399229, 106.8531704 -6.2392617, 106.853503 -6.2376939, 106.8537927 -6.236958, 106.8537069 -6.2362541, 106.853381 -6.234686, 106.8528446 -6.2346966, 106.8526836 -6.234238, 106.8527266 -6.2337901, 106.8525267 -6.2334491))",Tebet Echo Park,
