WKT,nama,deskripsi
"POLYGON ((106.7269677 -6.091018, 106.6864557 -6.0944319, 106.6995019 -6.1115007, 106.6912622 -6.1176454, 106.6830224 -6.1272036, 106.6912622 -6.138127, 106.687829 -6.1470022, 106.6885156 -6.164752, 106.7022485 -6.1804533, 106.7255945 -6.1947889, 106.7159814 -6.2077588, 106.7146081 -6.221411, 106.7448205 -6.224824, 106.7489404 -6.2418886, 106.7564935 -6.2562225, 106.7530603 -6.2712385, 106.7647333 -6.282159, 106.772973 -6.3101417, 106.7853326 -6.3196964, 106.8100519 -6.3156015, 106.7990655 -6.3319807, 106.7928857 -6.3585959, 106.8004388 -6.3640552, 106.8230981 -6.3579134, 106.8464441 -6.3388053, 106.8553705 -6.3490419, 106.8711633 -6.3538189, 106.8807763 -6.3661024, 106.9034356 -6.3681497, 106.9164819 -6.3613255, 106.9157953 -6.3319807, 106.9247217 -6.3094592, 106.9137353 -6.2944443, 106.9082422 -6.2726036, 106.914422 -6.2473492, 106.9295282 -6.2500795, 106.9494409 -6.2473492, 106.956994 -6.2241414, 106.9679803 -6.2029804, 106.9721002 -6.1831839, 106.9714135 -6.1278863, 106.9727868 -6.099894, 106.9631738 -6.091018, 106.9370813 -6.0957974, 106.9130487 -6.1012595, 106.8951959 -6.099894, 106.8807763 -6.0971629, 106.8752832 -6.1087697, 106.8375177 -6.1203763, 106.8203515 -6.1155972, 106.8107385 -6.1196936, 106.803872 -6.0944319, 106.794259 -6.0917008, 106.784646 -6.1033077, 106.7619867 -6.099894, 106.7537469 -6.1012595, 106.7379541 -6.0937491, 106.7269677 -6.091018))",Kota DKI Jakarta ,
