WKT,nama,deskripsi
"POLYGON ((106.82361 -6.1714271, 106.8231808 -6.1718111, 106.8231594 -6.1721951, 106.8231594 -6.1731124, 106.8231165 -6.1737737, 106.823095 -6.1747337, 106.8230735 -6.1754804, 106.8230735 -6.1767604, 106.8230306 -6.1776563, 106.8230092 -6.1784457, 106.8230306 -6.1796616, 106.8232023 -6.1802163, 106.82361 -6.180387, 106.8248545 -6.1804296, 106.825627 -6.1804083, 106.8274938 -6.1803016, 106.8295538 -6.1803016, 106.8307554 -6.1802163, 106.8310987 -6.1799603, 106.8310129 -6.179363, 106.8304764 -6.178851, 106.8306266 -6.178595, 106.8315708 -6.179363, 106.8317854 -6.1788723, 106.8315493 -6.178083, 106.8312918 -6.177251, 106.8310558 -6.176419, 106.8306481 -6.175459, 106.8304979 -6.1745204, 106.8301331 -6.173475, 106.8293821 -6.1731977, 106.8290388 -6.1729417, 106.8292104 -6.1722804, 106.8292748 -6.1717257, 106.8289315 -6.1715124, 106.8280088 -6.1714484, 106.8267643 -6.1714484, 106.8253481 -6.1714271, 106.8244468 -6.1714271, 106.82361 -6.1714271))",Taman Monas,
