WKT,nama,deskripsi
"POLYGON ((106.8245564 -6.306285, 106.8230543 -6.3063277, 106.8225179 -6.3065836, 106.8205867 -6.3064983, 106.8204794 -6.3057305, 106.8197713 -6.3056665, 106.8189988 -6.3053679, 106.8162093 -6.305048, 106.816102 -6.3054532, 106.8164239 -6.3060291, 106.8169389 -6.3070528, 106.8165097 -6.3079486, 106.8159089 -6.3080126, 106.8157373 -6.3094628, 106.8157373 -6.3101453, 106.8160806 -6.3106572, 106.8167028 -6.3105506, 106.817647 -6.3103373, 106.8177543 -6.3111904, 106.8177328 -6.3148161, 106.8163595 -6.315136, 106.8162522 -6.316117, 106.8170247 -6.316309, 106.8179474 -6.3161597, 106.8187199 -6.3166076, 106.8192134 -6.3167355, 106.8190846 -6.3171408, 106.8203721 -6.317354, 106.8206296 -6.3175033, 106.8231831 -6.3173967, 106.8237195 -6.3175033, 106.8236551 -6.3177166, 106.8247709 -6.3178019, 106.8250499 -6.3170981, 106.8252645 -6.3156478, 106.8254361 -6.3133445, 106.8256936 -6.3118942, 106.8259511 -6.311297, 106.8265519 -6.3115743, 106.8270025 -6.3102733, 106.8271313 -6.3088657, 106.8271527 -6.3086311, 106.8246636 -6.3084604, 106.8244276 -6.3079699, 106.8245564 -6.306285))",Kebun Binatang Ragunan ,
